adc_bits,snr_db,method,mc_idx,seed,ber,rmse_tau_init,rmse_tau_final,improvement,success_rate
8,15.0,proposed,4,4080,0.07191162556409836,0.3015225962940494,0.2986704370015712,1.0095495195981123,0.23828125
8,15.0,oracle_sync,4,4080,0.0,0.3015225962940494,0.0,3015225962.940494,1.0
8,15.0,naive_slice,5,5080,0.493925005197525,0.29024031169243164,0.29024031169243164,0.9999999996554579,0.27734375
8,15.0,adjoint_slice,5,5080,0.06610514968633652,0.29024031169243164,0.29024031169243164,0.9999999996554579,0.27734375
8,15.0,proposed,5,5080,0.06497599929571152,0.29024031169243164,0.28761492075265027,1.0091281454800685,0.265625
8,15.0,oracle_sync,5,5080,0.0,0.29024031169243164,0.0,2902403116.9243164,1.0
8,15.0,naive_slice,6,6080,0.5068380236625671,0.296347870158054,0.296347870158054,0.9999999996625587,0.26171875
8,15.0,adjoint_slice,6,6080,0.0724792554974556,0.296347870158054,0.296347870158054,0.9999999996625587,0.26171875
8,15.0,proposed,6,6080,0.07251384109258652,0.296347870158054,0.29435314334992213,1.0067766448312832,0.25
8,15.0,oracle_sync,6,6080,4.069010628882097e-06,0.296347870158054,0.0,2963478701.58054,1.0
8,15.0,naive_slice,7,7080,0.503692626953125,0.2944138443587628,0.2944138443587628,0.999999999660342,0.25
8,15.0,adjoint_slice,7,7080,0.06992798298597336,0.2944138443587628,0.2944138443587628,0.999999999660342,0.25
8,15.0,proposed,7,7080,0.06934204697608948,0.2944138443587628,0.2924082281568728,1.0068589591812995,0.23046875
8,15.0,oracle_sync,7,7080,0.0,0.2944138443587628,0.0,2944138443.587628,1.0
8,15.0,naive_slice,8,8080,0.5016215443611145,0.285584478960886,0.285584478960886,0.9999999996498409,0.28515625
8,15.0,adjoint_slice,8,8080,0.0620625838637352,0.285584478960886,0.285584478960886,0.9999999996498409,0.28515625
8,15.0,proposed,8,8080,0.06259562820196152,0.285584478960886,0.2840533419679943,1.0053903146562,0.26171875
8,15.0,oracle_sync,8,8080,6.103516170696821e-06,0.285584478960886,0.0,2855844789.60886,1.0
8,15.0,naive_slice,9,9080,0.5129374265670776,0.30246678114400527,0.30246678114400527,0.9999999996693851,0.265625
8,15.0,adjoint_slice,9,9080,0.07133789360523224,0.30246678114400527,0.30246678114400527,0.9999999996693851,0.265625
8,15.0,proposed,9,9080,0.06970622390508652,0.30246678114400527,0.29906442289806284,1.011376672998528,0.2421875
8,15.0,oracle_sync,9,9080,0.0,0.30246678114400527,0.0,3024667811.4400525,1.0
